tweet_id,isi,author,content
Sat Feb 24 12:18:44 +0000 2024,keluhan guru kabupaten rata2 sama : gatau kenapa tapi makin ke sini siswa tuh makin bandel. ditegur malah drama. entah yg salah siapa.  dan btw siswa modelan gini tuh biasanya all in prabowo gibran ðŸ«£,zhangzhang1218,"Complaints of district teachers are the same: I don't know why, but the more here the students are getting stubborn. Reprimanded even drama. who knows what's wrong. and btw students modelan like this usually all in prabowo gibran ð £ £"
Sat Feb 24 12:18:36 +0000 2024,Ribuan mahasiswa demo dukung KPU dan BAWASLU hasil pemilu adalah suara rakyat  #pemiludamai #persatuan #rukun #damai #pilpres2024 #kpu #bawaslu #capres #cawapres #anisbaswedan #prabowo #ganjarpranowo #cakimin #gibran #mahfudmd #partai #hakangket #dpr #mpr #ma #mk #ky https://t.co/hpkTdxbuyf,Wejangan_arif,Thousands of Demo Students Support KPU and Bawaslu Election Results are People's Votes #Pemiludamai #Rukun #Rukun #Damai #Pilpres2024 #KPU #Bawaslu #CawahPres #anisbaswedan #Prabowo #Ganjarpranowo #Cakimin #Gibran #MAHFUDMD #ma #mk #ky https://t.co/hpktdxbuyf
Sat Feb 24 12:18:29 +0000 2024,Ribuan mahasiswa demo dukung KPU dan BAWASLU hasil pemilu adalah suara rakyat  #pemiludamai #persatuan #rukun #damai #pilpres2024 #kpu #bawaslu #capres #cawapres #anisbaswedan #prabowo #ganjarpranowo #cakimin #gibran #mahfudmd #partai #hakangket #dpr #mpr #ma #mk #ky https://t.co/rR5OOTZivY,Wejangan_arif,Thousands of Demo Students Support KPU and Bawaslu Election Results are People's Votes #Pemiludamai #Rukun #Rukun #Damai #Pilpres2024 #KPU #Bawaslu #CawahPres #anisbaswedan #Prabowo #Ganjarpranowo #Cakimin #Gibran #MAHFUDMD #ma #mk #ky https://t.co/rr5ootzivy
Sat Feb 24 12:18:29 +0000 2024,Ribuan mahasiswa demo dukung KPU dan BAWASLU hasil pemilu adalah suara rakyat  #pemiludamai #persatuan #rukun #damai #pilpres2024 #kpu #bawaslu #capres #cawapres #anisbaswedan #prabowo #ganjarpranowo #cakimin #gibran #mahfudmd #partai #hakangket #dpr #mpr #ma #mk #ky https://t.co/hcMw6rNhV7,Wejangan_arif,Thousands of Demo Students Support KPU and Bawaslu Election Results are People's Votes #Pemiludamai #Rukun #Rukun #Damai #Pilpres2024 #KPU #Bawaslu #CawahPres #anisbaswedan #Prabowo #Ganjarpranowo #Cakimin #Gibran #MAHFUDMD #ma #mk #ky https://t.co/hcmw6rnhv7
Sat Feb 24 12:18:06 +0000 2024,Ribuan mahasiswa demo dukung KPU dan BAWASLU hasil pemilu adalah suara rakyat  #pemiludamai #persatuan #rukun #damai #pilpres2024 #kpu #bawaslu #capres #cawapres #anisbaswedan #prabowo #ganjarpranowo #cakimin #gibran #mahfudmd #partai #hakangket #dpr #mpr #ma #mk #ky https://t.co/okWmRyOBTq,Wejangan_arif,Thousands of Demo Students Support KPU and Bawaslu Election Results are People's Votes #Pemiludamai #Rukun #Rukun #Damai #Pilpres2024 #KPU #Bawaslu #CawahPres #anisbaswedan #Prabowo #Ganjarpranowo #Cakimin #Gibran #MAHFUDMD #ma #mk #ky https://t.co/okwmryobtq
Sat Feb 24 12:18:05 +0000 2024,"Dampingi Gibran bertemu SBY, AHY: Demokrat all-out menangkan Prabowo Gibran. gws  AgusYudhoyono PDemokrat Demokrat Peduli https://t.co/JJZYBIN4nX",Dinda_Kirantii,"Accompany Gibran Meet SBY, AHY: Democrats All-out Wins Prabowo Gibran. GWS Agusyudhoyono PDEMOKRAT DEMOKRAT CARE HTTSS://t.co/jjzybin4nx"
Sat Feb 24 12:17:58 +0000 2024,Ribuan mahasiswa demo dukung KPU dan BAWASLU hasil pemilu adalah suara rakyat  #pemiludamai #persatuan #rukun #damai #pilpres2024 #kpu #bawaslu #capres #cawapres #anisbaswedan #prabowo #ganjarpranowo #cakimin #gibran #mahfudmd #partai #hakangket #dpr #mpr #ma #mk #ky https://t.co/XE5afIyO00,Wejangan_arif,Thousands of Demo Students Support KPU and Bawaslu Election Results are People's Votes #Pemiludamai #Rukun #Rukun #Damai #Pilpres2024 #KPU #Bawaslu #CawahPres #anisbaswedan #Prabowo #Ganjarpranowo #Cakimin #Gibran #MAHFUDMD #ma #mk #ky https://t.co/xe5afiyo00
Sat Feb 24 12:17:28 +0000 2024,AHY sebut hilirisasi warisan SBY Prabowo-Gibran diminta perkuat lagi agromaritim.. wgv  AgusYudhoyono PDemokrat Demokrat Peduli https://t.co/ONpO2mFD8o,Dinda_Kirantii,AHY calls downstreaming SBY Prabowo-Gibran's heritage was asked to strengthen Agromaritim again .. WGV Agusyudhoyono PDEMOKRAT DEMOKRAT CARE HTTSS://t.co/onPO2MFD8O
Sat Feb 24 12:17:21 +0000 2024,"Kenaikan harga pangan SANGAT bisa DIANTISIPASI dan sangat bisa DIKENDALIKAN  Selain BANSOS yang UGAL-UGALAN demi memenangkan Prabowo-Gibran di Pilpres 2024, Proyek Food Estate adalah salah satu kunci utamanya  Andai Food Estate ini dikerjakan dengan benar, maka tidak akan adaâ€¦ https://t.co/yVpuGVCBvi",Miduk17,"The increase in food prices can be anticipated and very controlled besides reckless social assistance in order to win Prabowo-gibran in the 2024 presidential election, the food estate project is one of the main keys if this food estate is done correctly, then there will be no https:////////////////// /t.co/yvpugvccbvi"
Sat Feb 24 12:16:58 +0000 2024,"Terbukti menangkan pilpres 2 kali, pengamat nilai peran Demokrat menangkan Prabowo-Gibran sangat vital.. elg  PDemokrat AgusYudhoyono Demokrat Peduli https://t.co/BuD6emHo5W",Dinda_Kirantii,"Proven to win the presidential election 2 times, observer the value of the Democrat's role won Prabowo-gibran is very vital .. Elg PDEMOKRAT AGUSYUDHOYONO DEMOKRAT CARE HTTSS://t.co/bud6emho5w"
Sat Feb 24 12:16:58 +0000 2024,"@JimlyAs Kenapa sih semua orang pada sibuk urus apa ygbakan dilakukan oleh Prabowo - Gibran..?? Mau libatkan siapapun itu urusan mereka, ngaoain sih pada kepo. Emang lucu2 aja profesor, pengamat dan politikus kita.â˜¹ï¸_x008f_â˜¹ï¸_x008f_â˜¹ï¸_x008f_",BatuKepla,"@Jimlyas why do everyone busy taking care of what do Prabowo - Gibran do ... ?? Want to involve whoever is their business, Ngaoain is to Kepo. It's really funny, our professor, observer and politician."
Sat Feb 24 12:16:55 +0000 2024,"All out menangkan Prabowoâ€“Gibran, AHY: Kita wujudkan kesejahteraan rakyat.. olv  PDemokrat AgusYudhoyono Demokrat Peduli https://t.co/xz56DH6omj",Dinda_Kirantii,"All Out Wins Prabowoâ € ""Gibran, AHY: We realize the welfare of the people ... OLV PDEMOKRAT AGUSYUDHOYONO DEMOKRAT CARE HTTSS://t.co/xz56dh6omj"
Sat Feb 24 12:16:42 +0000 2024,Terkait pembahasan saat pertemuan Prabowo-Gibran di Kartenegara IV pun belum diketahui keduanya sedang membahas mengenai apa. . Asep Bidin Rosidin/PRMN  #PrabowoGibran #Kartanegara #Ngobrol #PRMN https://t.co/HKIAp2FOtt,pikiran_rakyat,"Regarding the discussion during the Prabowo-Gibran meeting in Kartengara IV, they were not yet known, both of them were discussing what. . Asep Bidin Rosidin/Prmn #Prabowogibran #Kartanegara #NGRAr #prmn https://t.co/hkiap2fott"
Sat Feb 24 12:16:14 +0000 2024,"@tubirfess Pendukung paslon 02 alias prabowo - gibran juga dengan gampangnya bilang orang murtad dan pasti masuk neraka hanya karena dukung pak anies. Lahhh, ternyata. Cawapresnya sendiri mengonsumsi merk yang di boycott seluruh dunia dan capresnya ngatai",syandlirn,"@tubirfess supporters of Paslon 02 alias Prabowo - Gibran also easily said the apostate and surely go to hell just because it supports Mr. Anies. Lahhh, apparently. The vice president himself consumes brands that are boycott all over the world and the presidential candidates"
Sat Feb 24 12:15:07 +0000 2024,AHY ajak warga Semarang menangkan Prabowo-Gibran agar Indonesia semakin maju. `_u  PDemokrat AgusYudhoyono Demokrat Peduli https://t.co/TC7C4INsm7,Dinda_Kirantii,AHY invites Semarang residents to win Prabowo-Gibran so that Indonesia is more advanced. `_U PDEMOKRAT AGUSYUDHOYONO DEMOKRAT Cares https://t.co/tc7c4insm7
Sat Feb 24 12:14:42 +0000 2024,"presidennya prabowo-gibran, gubernurnya ridwan kamil-heru. kata gue sih sempurna bgt ini mereka memang individu paling cemerlang di tanah air kita.",daritanahini,"His president Prabowo-Gibran, Governor Ridwan Kamil-Heru. I said really perfect, they are indeed the most brilliant individuals in our homeland."
Sat Feb 24 12:14:40 +0000 2024,SBY dan AHY kompak ajak masyarakat Banyuwangi pilih Prabowo-Gibran. apu  AgusYudhoyono PDemokrat Demokrat Peduli https://t.co/5iJy6amO2H,Dinda_Kirantii,SBY and AHY are compact inviting the Banyuwangi community to choose Prabowo-Gibran. APU AGUSYUDHOYONO PDEMOKRAT DEMOKRAT CARE HTTPSS://t.co/5ijy6amo2h
Sat Feb 24 12:14:30 +0000 2024,Bapak SBY dan Mas AHY pun duduk diatas panggung ikut serta mendukung Prabowo Gibran. ojt  AgusYudhoyono PDemokrat Demokrat Peduli https://t.co/az28kYWHxq,Dinda_Kirantii,Mr. SBY and Mas AHY sat on the stage participating in supporting Prabowo Gibran. OJT Agusyudhoyono PDEMOKRAT DEMOKRAT CARE HTTSS://T.co/AZ28KYWHXQ
Sat Feb 24 12:14:30 +0000 2024,"Terlihat dengan setia pak SBY, presiden ke 6 Indonesia di atas panggung bersama dengan mas AHY juga mendukung Prabowo Gibran.. gph  PDemokrat AgusYudhoyono Demokrat Peduli https://t.co/JapXV6CAhW",Dinda_Kirantii,"Seen faithfully Pak SBY, the 6th Indonesian president on stage together with Mas AHY also supports Prabowo Gibran .. GPH PDEMOKRAT AGUSYUDHOYONO DEMOKRAT CARE HTTSS://t.co/japxv6cahw"
Sat Feb 24 12:14:30 +0000 2024,"Menutup masa kampanye, @PDemokrat hadir all out di GBK untuk merapatkan barisan menangkan Prabowo-Gibran.. ezf  AgusYudhoyono PDemokrat Demokrat Peduli https://t.co/9GKwbIU2Y9",Dinda_Kirantii,"Closing the campaign period, @pdemokrat is present all out at GBK to close the line of winning Prabowo-gibran .. Ezf Agusyudhoyono PDEMOKRAT DEMOKRAT CARE HTPSS://t.co/9gkwbiu2y9"
Sat Feb 24 12:12:36 +0000 2024,Senang banget lihat Pak @prabowo Mas @gibran_tweet dan Mayor Teddy pada kumpul pasca pilpresâ€¦.tinggal nunggu pelantikan at October 2024 ðŸ™_x008f_ðŸ_x008f_» https://t.co/Bc8bnXIT3B,OktavianusYahy1,Very happy to see Mr. @prabowo mas @gibran_tweet and major teddy on the gathering after the presidential election '.
Sat Feb 24 12:12:35 +0000 2024,@adennlaw @jokowi @prabowo @gibran_tweet Emang belanda memberikan rakyat    hindia belanda makan?,fuyioooh80357,@adennlaw @jokowi @prabowo @gibran_tweet does the Dutch give the people of the Dutch East Indies eating?
Sat Feb 24 12:12:35 +0000 2024,Bahlil Pastikan Poster Berisi Daftar Kabinet Prabowo-Gibran Hoaks https://t.co/dmi4AhAxt8 #beritasatu #news #berita,Beritasatu,Bahlil Make sure the poster contains a list of Prabowo-gibran hoaks cabinets https://t.co/dmi4ahaxt8 #beritasatu #news #berita
Sat Feb 24 12:11:58 +0000 2024,"@sigitwid Politikus yg tdk tahu malu, yg merasa negara ini miliknya sendiri  Cc: @jokowi  @KPU_ID  @bawaslu_RI  @Gerindra  @prabowo  @gibran_tweet  @golkar_id  @PDI_Perjuangan  @ganjarpranowo  @mohmahfudmd  @puanmaharani_ri  @NasDem  @aniesbaswedan  @DPP_",JohnnyS2123,"@sigitwid politician who is shameless, who feels this country belongs to himself CC: @jokowi @kpu_id @bawaslu_ri @gerindra @prabowo @gibran_tweet @golkar_id @pdi_perjuangan @ganjarpranowo @mohmahfudmd @puanmaharani_ri"
Sat Feb 24 12:11:33 +0000 2024,"Lololo, gak bahaya ta?? Pendukungnya paslon 02 alias prabowo - gibran juga gampang ngatain orang MURTAD dan pasti masuk neraka ðŸ¤£ðŸ¤£ https://t.co/pfYoIMeS53",syandlirn,"Lololo, not dangerous TA ?? Supporting Paslon 02 alias Prabowo - Gibran is also easy to say an apostate and surely go to hell ð £ £ £ https://t.co/pfyoimes53"
Sat Feb 24 12:10:55 +0000 2024,@NazriStMudo @4Y4NKZ @cuitcuap_ @P4P4B0W0_2024 @zy_zy_its_me @Chavesz08 @mimih6mei @tonybulumanu @Kimberley_PS08 @Minietweets_ @kurawa Alhamdulillah.   Dan di UNHAN banyak putra putri dari kalangan kurang mampu ada yg anak tukang bakso/pentol dsb  Sangat,BANGSAygSUJUD,"@Nazristmudo @4y4nkz @cuitcuap_ @p4p4b0w0_2024 @zy_zy_its_me @chavesz08 @mimih6mei @tonybulumanu @kimberley_ps08 @minietweets_ @kurawa alhamdulillah. And in Unhan there are many sons and daughters from the underprivileged, there are children of meatballs/pentol, etc."
Sat Feb 24 12:10:50 +0000 2024,@H4T14K4LN4L42 @AnisBaswedan @cakimiNOW @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd Kasian banget udah kalah teriak2 di pinggir jalan bilang curang curong,sasly_doss,@H4t14k4ln4l42 @anisbaswedan @cakiminow @prabowo @jokowi
Sat Feb 24 12:10:18 +0000 2024,@H4T14K4LN4L42 @AnisBaswedan @cakimiNOW @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd Jangan hoax,Hasanudin500,@H4t14k4ln4l42 @anisbaswedan @cakiminow @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd don't hoax
Sat Feb 24 12:09:43 +0000 2024,"@zy_zy_its_me @prabowo @gibran_tweet takbir! Allahuakbar, merdeka! https://t.co/zf6wY7ZscM",halo_lentera,"@zy_zy_its_me @prabowo @gibran_tweet takbir! Allahuakbar, independence! https://t.co/zf6wy7zScm"
Sat Feb 24 12:08:50 +0000 2024,"@H4T14K4LN4L42 @AnisBaswedan @cakimiNOW @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd Kasian bgt sih, udah kalah berharap menang. Asli kasian bgt, coba periksa k rumah sakit jiwa jangan jangan kejiwaan terganggu",AndruAir,"@H4t14k4ln4l42 @anisbaswedan @cakiminow @prabowo @jokowi Original pity, try to check the mental hospital don't be psychiatric disturbed"
Sat Feb 24 12:08:07 +0000 2024,@opposite6892 Kenapa kalau cuma makanan nasi sama mie instan masalah buat kamu.. gassss Prabowo-Gibran 2024-2029,SINARSIH17,@Opposite6892 Why if only rice with instant noodles problems for you .. Gassss Prabowo-gibran 2024-2029
Sat Feb 24 12:07:37 +0000 2024,"BP.KETUA KPU PUSAT,DI JLN.IMAN BONJOL NO.29, YTH,SAYA RUSNI BR.MANURUNG,KEMARIN DATANG KE KPU.RENCANA BUAT SURAT KE KPU,SAYA TUNDA DULU. SAYA SUDAH JELAS,ATAS NAMA UANG,IDR.  PRABOWO,GIBRAN,ATAS NAMA APA?. GANJAR,JUGA DI PERINTAH CINA,YAITU PDI.  ORANG INI LEBIH PARAH DARI JOKOWI",ManurungRusni,"BP.Ketua KPU Pusat, at Jln.iman Bonjol No.29, Dear, I am Rusni Br.Manurung, yesterday I came to the KPU. I am clear, on behalf of money, IDR. Prabowo, Gibran, on what behalf?. Ganjar, also in Chinese orders, namely PDI. This person is worse than Jokowi"
Sat Feb 24 12:06:44 +0000 2024,@ARSIPAJA @gibran_tweet @prabowo @Gerindra @zarryhendrik gimana ini ler https://t.co/LltdYoFuuH,nanaue_,@Arsipaja @gibran_tweet @prabowo @gerindra @zarryhendrik how is this ler https://t.co/lltdyofuuh
Sat Feb 24 12:06:11 +0000 2024,"@Batavian13 @small_mofo_Mk2 Alasannya golput, padahal jujur aja dukung Prabowo Gibran  https://t.co/TLRRw98jDt",Userword_,"@Batavian13 @small_mofo_mk2 The reason is abstentions, even though honestly supports Prabowo Gibran https://t.co/tlrw98jdt"
Sat Feb 24 12:05:31 +0000 2024,"@An4Julie Jgn salah, yg mau di angket itu pileg bukan pilpres. Pilpres dah selesai 58% prabowo gibran.",CosloveG,"@An4julie Don't be wrong, the one who wants to be questionnaire is not a presidential election. The presidential election has finished 58% Prabowo Gibran."
Sat Feb 24 12:05:12 +0000 2024,@Antonius061 GX perlu. Udh cukup PRABOWO GIBRAN 02 yg menang,23Vvia47878,@Antonius061 GX Need. Udh quite Prabowo Gibran 02 who won
Sat Feb 24 12:03:14 +0000 2024,"@pras_andi666 @H4T14K4LN4L42 @j4cky_josu @jokowi @psi_id @prabowo @gibran_tweet Lah lo kencing aja belum lurus, nggak paham apa itu KKN",Opiniku018,"@pras_andi666 @h4t14k4ln4l42 @j4cky_josu @jokowi @psi_id @prabowo @gibran_tweet you are not straight, don't understand what is kkn"
Sat Feb 24 12:03:36 +0000 2024,"Hasil Coblosan Ulang Pilpres di TPS Pakuncen Berbalik Menangkan Prabowo-Gibran, Sebelumnya Ganjar-Mahfud https://t.co/h6ZFpd6dT7 #beritajogja #jogja #jogjaistimewa https://t.co/ayWeDq0XvF",Harian_Jogja,"The results of the presidential election in Pakuncen TPS turned around to win Prabowo-gibran, previously Ganjar-mahfud https://t.co/h6zfpd6dt7 #beritajogja #jogja #jogjaist special https://t.co/aywedq0xvf"
Sat Feb 24 12:03:44 +0000 2024,ðŸ’™ #EGCASINO88 âš¡ï¸_x008f_Modal 50 Ribu Wede Jutaan âš¡ï¸_x008f_ BUKTIKAN KEGACORAN NYA ðŸ”—https://t.co/VR5jr7KhNh . . #egcasino88gacor #slotgcaor #cawapres #pemilu2024 #hasilpemilu #cariuang #slotmudahmenang #bocoranhariini #cindo #bokepviral #PrabowoGibran #abgsange #pink #viralterbaru #TikTok https://t.co/YlYkpTerhl,EGcasino88gacor,"ð '’™ ™ #EGCASINO88 âven âš¡ï¸ capital of 50 thousand wede millions âš¡ï¸ prove its disabilities ð"" —https: //t.co/vr5jr7khnh. . #egcasino88gacor #slotgcaor #cawapres #elections2024 #resultspemilu #cariuang #slotmudahmannahmanharihariini #cindo #bokepviral #prabowogibran #abgsange #pink #viral"
Sat Feb 24 12:02:54 +0000 2024,@MurtadhaOne1 terimakasÃ­h @jokowi @prabowo @gibran_tweet  kalian luar biasa ðŸ‘_x008d_,h0h0h1h0h0,"@Murtadhaone1 Taken, @jokowi @prabowo @gibran_tweet you are amazing ð ‘‘"
Sat Feb 24 12:02:35 +0000 2024,Intervensi Jokowi Mencegah Hak Angket dan Menyelamatkan Prabowo-Gibran |... https://t.co/xsFQ7Xs2VS lewat @YouTube,RianWidagdo,Jokowi's intervention prevents questionnaire rights and saves Prabowo-gibran | ... https://t.co/xsfq7xs2vs via @youtube
Sat Feb 24 12:01:39 +0000 2024,"@BangEdiii masih jomblo ori , ini gmna atuh ðŸ¥ºðŸ¥º ??   . . gpp gk iri kok sm yg rajin gombal2 ðŸ˜£ðŸ™‡ðŸ_x008f_¼â€_x008d_â™€ . .Lanjutkennn @BangEdiii   KPU Sirekap ricis AHY vincent tornado komeng agus harimurti quick real kpop jokowi anies prabowo gaza israel Gi",NurilHiLma2022,"@Bangediii Still Singles Ori, how is this or ¥ ¥ ºð ¥ º ?? . . GPP is not jealous, how diligent smal2 ð £ £ ™ ‡ ‡ ð ¼â € â € â €. . Lasurkennn @bangediii KPU Sirekap Ricis Ahy Vincent Tornado Komeng Agus Harimurti Quick Real Kpop Jokowi Anies Prabowo Gaza Israel Gi"
Sat Feb 24 12:01:15 +0000 2024,Kemenangan versi hitung cepat calon presiden dan wakil presiden Prabowo Subianto-Gibran Rakabuming Raka Dalam 2024 pada 14 Februari lalu dibayar tunai dengan rekor baru beras.,tempodotco,Victory version of the fast count of presidential and vice presidential candidates Prabowo Subianto-Gibran Rakabuming Raka in 2024 on February 14 was paid in cash with a new record of rice.
Sat Feb 24 12:01:14 +0000 2024,Bansos memang efektif mengerek suara bagi Prabowo-Gibran yang mati-matian disokong Jokowi.  Namun dampaknya menjadi sangat serius karena berimbas pada ekonomi secara nasional.  #TempoThread #Beras #Bansos https://t.co/bTewXDJwHW,tempodotco,Social Aoor Social Assistance is effective in hoisting the sound for Prabowo-Gibran who is desperately supported by Jokowi. But the impact is very serious because it has an impact on the national economy. #Tempothread #Beras #Bansos https://t.co/btewxdjWhw
Sat Feb 24 12:01:14 +0000 2024,@OmJ_JeNggot Prabowo Gibran menang âœŒðŸ_x008f_»,23Vvia47878,@Omj_jenggot Prabowo Gibran Wins
Sat Feb 24 12:00:26 +0000 2024,@Gerindra @prabowo @gibran_tweet Min emak gw ngebet pengen kaos Prabowo,yun167088115004,"@Gerindra @prabowo @gibran_tweet, min, my mother wants to want to do Prabowo"
Sat Feb 24 12:00:00 +0000 2024,"Maman Abdurrahman: Bersatunya SBY, Jokowi dan Prabowo Bakal Bikin Indonesia Lebih Maju #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/Sh0MlmsJ63 https://t.co/rNYDRLv3kv",GolkarSolid,"Maman Abdurrahman: The union of SBY, Jokowi and Prabowo will make Indonesia more advanced #airlangguharto #kuningkeren #prabowogibran #partaigolkar #golkarpedia https://t.co/sh0mlmsj63 https://t.co/rnydrlv3kv"
Sat Feb 24 11:59:38 +0000 2024,"ndoro @ganjarpranowo  @mohmahfudmd @aniesbaswedan @cakimiNOW @prabowo @gibran_tweet   lihatlah kalian smua, hanya karena beda pilihan dan kisruh nafsu kuasa kalian, hati nurani rakyat seperti ini. LIHAT ini, ada org yg cari pertolongan dg jualan sampai harus ditanya pilihan dulu",joxzin72,"ndoro @ganjarpranowo @mohmahfudmd @aniesbaswedan @cakiminow @prabowo @gibran_tweet See all of you, just because of different choices and chaos of your power of power, conscience of the people like this. See this, there are people who are looking for help with selling until they have to be asked first"
Sat Feb 24 11:59:28 +0000 2024,@H4T14K4LN4L42 @jokowi @psi_id @prabowo @gibran_tweet cakep. lanjutkan perjuangan perubahan,heryantoaseng,@H4t14k4ln4l42 @jokowi @psi_id @prabowo @gibran_tweet cakep. Continue the struggle for change
Sat Feb 24 11:59:08 +0000 2024,tapi gapapa ini kenang kenangan kalau waktu itu all in buat pak @prabowo &amp  mas @gibran_tweet ðŸ™_x008f_ðŸ_x008f_»ðŸ’™,rioardan21,"But it's okay, this is a memory if at that time all in for sir @prabowo & amp mas @gibran_tweet ð ™ ð »ð’ ™"
Sat Feb 24 11:58:09 +0000 2024,@kompascom @prabowo dan @gibran_tweet gak mampu yg gituÂ². ðŸ¤¦  Jangan lupa libatkan juga Opung. Tahu jadi saja deh.,taliwongsooo,@kompascom @prabowo and @gibran_tweet are not capable. ð between don't forget to involve opung too. You know so.
Sat Feb 24 11:56:55 +0000 2024,Program Makan Siang Gratis Prabowo-Gibran Akan Dimasukkan dalam APBN 2025: Berapa Anggarannya? https://t.co/DYGaoZlDzV,RadarBangkalan,The free lunch program Prabowo-gibran will be included in the 2025 State Budget: What is the budget? https://t.co/dygaozldzvv
Sat Feb 24 11:55:48 +0000 2024,"@laudanum68 @AntonKu08408962 @Dargomb33306384 @PaimoMontok @Dulure_Gibran @Bara_Rc @KenapeAje @NalarNatural @KimK93631 @Guntur529610377 @Dennysiregar7 Timor Leste tidak bagian dari negara kita lagi, gaada alasan utk mereka mencampuri urusan politik kita  ",OcongBoys,@laudanum68 @antonku08408962 @dargomb33306384 @paimomontok @dulure_gibran @bara_rc @kenapeaje @nalarnatural @kimk93631 @guntur529610377 @dennysiregar7
Sat Feb 24 11:55:42 +0000 2024,@Yurissa_Samosir @gibran_tweet @AdamVelcro @AdeDhani9 @AkalSehat2024 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @choymarkochoy @mustafaagus007 Nih kita asumsikan 02 : 55% 01 : 28% 03 : 17% Artinya 55% x 200jt = 110jt suara ( 02 ) 28% x 200jt =,ArkhaAdam,@Yurissa_samosir @gibran_tweet @adamvelcro @adedhani9 @breaksehat2024 @aking_adit @chaidar_2000 @kang_toniee @nohceukenohhh @choymarkochoy @mustafaagus007 ) 28% x 200 million =
Sat Feb 24 11:54:21 +0000 2024,Pendukung terpintarnya @prabowo @gibran_tweet : https://t.co/yqTzMuLc6r,w1lliamns,The smartest supporter @prabowo @gibran_tweet: https://t.co/yqtzmulc6r
Sat Feb 24 11:53:58 +0000 2024,@prabowogibran2 Mantap pak @prabowo Dan @gibran_tweet,LeonelM62174475,@prabowogibran2 Mantap Pak @prabowo and @gibran_tweet
Sat Feb 24 11:53:44 +0000 2024,"Program Makan Siang Gratis Mulai Dibahas di Kabinet Jokowi, Masuk APBN 2025?  ~N #PrabowoGibran #MakanSiangGratis #APBN #Jokowi https://t.co/5d2y1glO31",kompascom,"The free lunch program began to be discussed in the Jokowi cabinet, entering the 2025 State Budget? ~ N #prabowogibran #makansanggratis #apbn #jokowi https://t.co/5d2y1glo31"
Sat Feb 24 11:53:24 +0000 2024,"Menang Telak di Toraja, Relawan Prabowo-Gibran Gelar Syukuran https://t.co/rgPb24A42Y",KarebaToraya,"A landslide win in Toraja, Prabowo-gibran volunteers titles https://t.co/rgpb24a42y"
Sat Feb 24 11:51:50 +0000 2024,@PFTee @kementan @prabowo @gibran_tweet Setuju,RealBjorkanismX,@PFee @kementan @prabowo @gibran_tweet agree
Sat Feb 24 11:51:21 +0000 2024,"Program makan siang gratis terus dilakukan oleh Relawan Penerus Negeri Prabowo-Gibran, seusai Pilpres 2024.  Ketua Koordinator Relawan Penerus Negeri Prabowo-Gibran, M. Pradana mengaku melanjutkan kegiatan bagi-bagi makan siang gratis kepada masyarakat di wilayah Tangerang,â€¦ https://t.co/jZjGgFRqqQ",tvOneNews,"The free lunch program continues to be carried out by the successor volunteers of Prabowo-Gibran State, after the 2024 Presidential Election. Chairman of the Coordinator of the Continuous Volunteer Prabowo-Gibran, M. Pradana claimed to continue the free lunch distribution activities to the community in the Tangerang area, ""https: //t.co/jzjggfrqq"
Sat Feb 24 11:50:15 +0000 2024,@timpenguinnas raja terakhir @prabowo @gibran_tweet,ndhakrz,@timpenguinnas last king @prabowo @gibran_tweet
Sat Feb 24 11:48:06 +0000 2024,"Apa Prabowo sebodoh itu, aku rasa tidak, Prabowo lebih encer dari Jokowi dari rekam jejak akademisnya, yg memungkinkan malah Gibran yg tersingkir ðŸ˜‚ðŸ˜‚ https://t.co/U7AguPJar1",AleenaDi09,"What is Prabowo that stupid, I don't think Prabowo is more runny than Jokowi from his academic track record, which allows even Gibran who was eliminated"
Sat Feb 24 11:47:38 +0000 2024,MENYAMPAIKAN PESAN TITIPAN @prabowo @gibran_tweet  Ok gas Ok gaaasss...... https://t.co/636nwYWZAU,EljuniG,Delivering the message deposit @prabowo @gibran_tweet ok ok gaaasss ...... https://t.co/636nwywzau
Sat Feb 24 11:45:03 +0000 2024,"@Gerindra @prabowo @gibran_tweet Terima kasih buat MK, terima kasih buat paman, ayah..... Keluarga cemara",lisplaju,"@Gerindra @prabowo @gibran_tweet thank you for mk, thank you for uncle, dad ..... Cemara Family"
Sat Feb 24 11:43:58 +0000 2024,@tempodotco TKN Prabowo-Gibran babi urusin noh beras 20rb sekilo gara gara Timses kalian si JOKO pakai kampanye Bansos!,taniaviandra,"@tempodotco TKN Prabowo-gibran pigs urusin noh rice 20rb as a kilo because of your timses, Joko uses a social assistance campaign!"
Sat Feb 24 11:42:11 +0000 2024,Saya jawa timur tetap mendukung penuh bpk prabowo-gibran menang pemilu,wonggendheng00,I East Java continues to fully support BPK Prabowo-Gibran won the election
